  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5932383e+001  1.7380281e+001  1.8338981e+001  1.8968748e+001  1.9329082e+001  1.9446558e+001  1.9329082e+001  1.8968748e+001  1.8338981e+001  1.7380281e+001  1.5932383e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5360563e+001  1.8401385e+001  2.0367643e+001  2.1853599e+001  2.2986135e+001  2.3821517e+001  2.4394265e+001  2.4728107e+001  2.4837710e+001  2.4728107e+001  2.4394265e+001  2.3821517e+001  2.2986135e+001  2.1853599e+001  2.0367643e+001  1.8401385e+001  1.5360563e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.9177459e+001  2.2046465e+001  2.4314163e+001  2.6164051e+001  2.7655909e+001  2.8822119e+001  2.9689663e+001  3.0284684e+001  3.0630582e+001  3.0743885e+001  3.0630582e+001  3.0284684e+001  2.9689663e+001  2.8822119e+001  2.7655909e+001  2.6164051e+001  2.4314163e+001  2.2046465e+001  1.9177459e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.7546878e+001  2.1976957e+001  2.5292141e+001  2.8100307e+001  3.0503903e+001  3.2526395e+001  3.4176284e+001  3.5466579e+001  3.6420193e+001  3.7067704e+001  3.7440406e+001  3.7561742e+001  3.7440406e+001  3.7067704e+001  3.6420193e+001  3.5466579e+001  3.4176284e+001  3.2526395e+001  3.0503903e+001  2.8100307e+001  2.5292141e+001  2.1976957e+001  1.7546878e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.9258623e+001  2.4147416e+001  2.8117610e+001  3.1641318e+001  3.4785617e+001  3.7540856e+001  3.9882065e+001  4.1792717e+001  4.3276052e+001  4.4357673e+001  4.5079794e+001  4.5488855e+001  4.5620723e+001  4.5488855e+001  4.5079794e+001  4.4357673e+001  4.3276052e+001  4.1792717e+001  3.9882065e+001  3.7540856e+001  3.4785617e+001  3.1641318e+001  2.8117610e+001  2.4147416e+001  1.9258623e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.9918491e+001  2.5584994e+001  3.0334728e+001  3.4708367e+001  3.8766225e+001  4.2471366e+001  4.5759069e+001  4.8566305e+001  5.0851207e+001  5.2606453e+001  5.3863404e+001  5.4683404e+001  5.5137528e+001  5.5281837e+001  5.5137528e+001  5.4683404e+001  5.3863404e+001  5.2606453e+001  5.0851207e+001  4.8566305e+001  4.5759069e+001  4.2471366e+001  3.8766225e+001  3.4708367e+001  3.0334728e+001  2.5584994e+001  1.9918491e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.9329920e+001  2.6108318e+001  3.1702727e+001  3.6998622e+001  4.2089705e+001  4.6929379e+001  5.1420362e+001  5.5448591e+001  5.8906555e+001  6.1716410e+001  6.3852186e+001  6.5350916e+001  6.6301690e+001  6.6813135e+001  6.6972542e+001  6.6813135e+001  6.6301690e+001  6.5350916e+001  6.3852186e+001  6.1716410e+001  5.8906555e+001  5.5448591e+001  5.1420362e+001  4.6929379e+001  4.2089705e+001  3.6998622e+001  3.1702727e+001  2.6108318e+001  1.9329920e+001  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
